survey_type,site,site depth,date,trip,quadrat,depth_at_survey,depth,depth2,bag_or_natural,bag_or_nearest_bag_if_natural,piece,unique_piece,widest_span_cm,widest_span_mm,morph,stable_bin,bound_bin,no_pieces_bound_to_it,number_binds,quadrat_angle,bed_depth1,bed_depth2,bed_depth3,bed_depth4,bed_depth5,bed_depth6,bed_depth7,bed_depth8,number_contact_points,max_gap_size_to_right_cm,contact_length_1,contact_length_2,contact_length_3,contact_length_4,contact_length_5,contact_length_6,contact_length_7,contact_length_8,contact_length_9,binder_1,binder1_length_cm,binder1_distance_cm,binder_2,binder2_length_cm,binder2_distance_cm,binder_3,binder3_length_cm,binder3_distance_cm,binder_4,binder4_length_cm,binder4_distance_cm,binder_5,binder5_length_cm,binder5_distance_cm,binder_6,binder6_length_cm,binder6_distance_cm,binder_7,binder7_length_cm,binder7_distance_cm,strength_if_tested
Bag,Bait Reef,3-5m,44148,November_2020,18,3,shallow,upper_slope,natural,B4,9,NA,18.1,181,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,18,3,shallow,upper_slope,natural,B4,10,NA,12,120,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,18,3,shallow,upper_slope,natural,B4,11,NA,12.1,121,unbranched,1,1,many,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sponge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,18,3,shallow,upper_slope,natural,B4,12,NA,8.6,86,unbranched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,18,3,shallow,upper_slope,natural,B4,13,NA,8.7,87,unbranched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,18,3,shallow,upper_slope,natural,B4,14,NA,17.4,174,unbranched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,18,3,shallow,upper_slope,natural,B4,15,NA,10.5,105,boulder,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,18,3,shallow,upper_slope,natural,B4,16,NA,11.7,117,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44689,May_2022,19,8.9,deep,sandy_bottom,bag,B2,1,666,57,570,branched,1,1,1,1,flat,445,360,350,490,330,545,620,450,6,NA,17,4,21,9,12,21,NA,NA,NA,Turf mat,2.4,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,19,8.9,deep,sandy_bottom,bag,B2,2,667,61,610,branched,0,0,0,0,flat,445,360,350,490,330,545,620,450,5,NA,18,24,13,14,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,19,8.9,deep,sandy_bottom,bag,B2,3,668,79,790,branched,1,1,2,2,flat,445,360,350,490,330,545,620,450,6,NA,19,6,10,40,10,30,NA,NA,NA,Macroalgae,0.9,1,Soft coral,0.5,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,19,8.9,deep,sandy_bottom,bag,B2,4,669,44,440,branched,1,1,1,1,flat,445,360,350,490,330,545,620,450,6,NA,40,10,30,22,19,16,NA,NA,NA,CCA,1.2,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,19,8.9,deep,sandy_bottom,bag,B2,5,670,40.9,409,branched,0,0,0,0,flat,445,360,350,490,330,545,620,450,4,NA,17,12,20,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,20,8.8,deep,sandy_bottom,natural,B3,1,671,9.6,96,branched,1,1,1,1,flat,40,32,46,44,116,52,20,67,6,NA,12,33,9,9,10,7,NA,NA,NA,Ascidian,0.1,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,20,8.8,deep,sandy_bottom,natural,B3,2,672,6,60,branched,1,0,0,0,flat,40,32,46,44,116,52,20,67,3,NA,12,7,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,20,8.8,deep,sandy_bottom,natural,B3,3,673,5.3,53,branched,1,0,0,0,flat,40,32,46,44,116,52,20,67,4,NA,20,21,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,20,8.8,deep,sandy_bottom,natural,B3,4,674,1,10,branched,1,0,0,0,flat,40,32,46,44,116,52,20,67,2,NA,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,20,8.8,deep,sandy_bottom,natural,B3,5,675,7.3,73,branched,0,0,0,0,flat,40,32,46,44,116,52,20,67,4,NA,8,15,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,20,8.8,deep,sandy_bottom,natural,B3,6,676,9.9,99,unbranched,0,0,0,0,flat,40,32,46,44,116,52,20,67,4,NA,4,20,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,20,8.8,deep,sandy_bottom,natural,B3,7,677,18.5,185,branched,1,1,1,1,flat,40,32,46,44,116,52,20,67,4,NA,13,11,17,14,NA,NA,NA,NA,NA,Macroalgae,<0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,20,8.8,deep,sandy_bottom,natural,B3,8,678,14.5,145,unbranched,0,0,0,0,flat,40,32,46,44,116,52,20,67,5,NA,6,7,10,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,20,8.8,deep,sandy_bottom,natural,B3,9,679,8.2,82,branched,1,0,0,0,flat,40,32,46,44,116,52,20,67,3,NA,10,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,20,8.8,deep,sandy_bottom,natural,B3,10,680,10.5,105,unbranched,1,0,0,0,flat,40,32,46,44,116,52,20,67,3,NA,5,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,41,4.2,shallow,back_reef,natural,B5,1,753,12.9,129,branched,1,0,0,0,flat,16,15,29,20,22,29,43,16,10,NA,12,6,9,15,9,10,8,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,41,4.2,shallow,back_reef,natural,B5,2,754,15.8,158,unbranched,1,0,0,0,flat,16,15,29,20,22,29,43,16,5,NA,7,3,13,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,41,4.2,shallow,back_reef,natural,B5,3,755,4.2,42,unbranched,0,0,0,0,flat,16,15,29,20,22,29,43,16,3,NA,10,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,41,4.2,shallow,back_reef,natural,B5,4,756,13.1,131,unbranched,1,0,0,0,flat,16,15,29,20,22,29,43,16,4,NA,19,14,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,41,4.2,shallow,back_reef,natural,B5,5,757,10.4,104,branched,0,0,0,0,flat,16,15,29,20,22,29,43,16,3,NA,8,18,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,41,4.2,shallow,back_reef,natural,B5,6,758,8.6,86,branched,1,0,0,0,flat,16,15,29,20,22,29,43,16,5,NA,6,9,8,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,16,3.7,shallow,back_reef,natural,B5,1,759,8.1,81,unbranched,0,0,0,0,gentle,27,26,32,37,44,36,28,34,4,NA,16,7,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,16,3.7,shallow,back_reef,natural,B5,2,760,7.6,76,branched,0,0,0,0,gentle,27,26,32,37,44,36,28,34,4,NA,13,3,23,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,16,3.7,shallow,back_reef,natural,B5,3,761,9.2,92,unbranched,0,0,0,0,gentle,27,26,32,37,44,36,28,34,5,NA,4,4,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,16,3.7,shallow,back_reef,natural,B5,4,762,3.7,37,boulder,0,0,0,0,gentle,27,26,32,37,44,36,28,34,2,NA,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,16,3.7,shallow,back_reef,natural,B5,5,763,10.1,101,branched,1,0,0,0,gentle,27,26,32,37,44,36,28,34,5,NA,18,4,9,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,41,3.7,shallow,back_reef,natural,B5,6,764,4.9,49,branched,1,0,0,0,gentle,27,26,32,37,44,36,28,34,3,NA,9,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,21,5,shallow,back_reef,bag,B5,1,765,9.5,95,branched,1,0,0,0,gentle,270,230,240,160,110,180,300,240,3,NA,27,20,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,21,5,shallow,back_reef,bag,B5,2,766,22.6,226,branched,0,0,0,0,gentle,270,230,240,160,110,180,300,240,3,NA,15,20,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,21,5,shallow,back_reef,bag,B5,3,767,1.1,11,branched,0,0,0,0,gentle,270,230,240,160,110,180,300,240,3,NA,10,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,21,5,shallow,back_reef,bag,B5,4,768,14.4,144,branched,1,0,0,0,gentle,270,230,240,160,110,180,300,240,2,NA,10,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,21,5,shallow,back_reef,bag,B5,5,769,10.2,102,branched,0,0,0,0,gentle,270,230,240,160,110,180,300,240,2,NA,17,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,21,5,shallow,back_reef,bag,B5,6,770,26.6,266,branched,1,0,0,0,gentle,270,230,240,160,110,180,300,240,4,NA,14,15,27,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,21,5,shallow,back_reef,bag,B5,7,771,9.9,99,unbranched,0,0,0,0,gentle,270,230,240,160,110,180,300,240,2,NA,20,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,21,5,shallow,back_reef,bag,B5,8,772,14.8,148,unbranched,1,0,0,0,gentle,270,230,240,160,110,180,300,240,3,NA,6,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,21,5,shallow,back_reef,bag,B5,9,773,10.5,105,unbranched,0,0,0,0,gentle,270,230,240,160,110,180,300,240,2,NA,35,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,22,9,deep,sandy_bottom,bag,B1,1,774,70,700,branched,1,0,0,0,gentle,500,490,590,610,600,550,450,480,3,NA,20,30,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,22,9,deep,sandy_bottom,bag,B1,2,775,62,620,branched,1,1,1,1,gentle,500,490,590,610,600,550,450,480,4,NA,40,30,15,25,NA,NA,NA,NA,NA,Peyssonnelia,4.5,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,22,9,deep,sandy_bottom,bag,B1,3,776,45,450,branched,1,1,2,2,gentle,500,490,590,610,600,550,450,480,4,NA,55,26,34,15,NA,NA,NA,NA,NA,Peyssonnelia,1.5,<0.1,Peyssonnelia,2.5,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,22,9,deep,sandy_bottom,bag,B1,4,777,60,600,branched,0,0,0,0,gentle,500,490,590,610,600,550,450,480,2,NA,26,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,22,9,deep,sandy_bottom,bag,B1,5,778,46,460,branched,1,1,1,2,gentle,500,490,590,610,600,550,450,480,5,NA,70,15,30,7,27,NA,NA,NA,NA,CCA,2.5,<0.1,Macroalgae,0.4,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,23,8.3,deep,sandy_bottom,natural,B2,1,779,8.6,86,branched,0,0,0,0,gentle,80,47,65,98,52,57,46,43,3,NA,5,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,23,8.3,deep,sandy_bottom,natural,B2,2,780,12.6,126,branched,1,1,1,1,gentle,80,47,65,98,52,57,46,43,4,NA,15,10,6,20,NA,NA,NA,NA,NA,Sponge,1.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,23,8.3,deep,sandy_bottom,natural,B2,3,781,10.2,102,unbranched,0,0,0,0,gentle,80,47,65,98,52,57,46,43,4,NA,6,8,19,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,23,8.3,deep,sandy_bottom,natural,B2,4,782,12.8,128,branched,0,1,3,3,gentle,80,47,65,98,52,57,46,43,4,NA,37,25,10,19,NA,NA,NA,NA,NA,Sponge,2,0.1,Sponge,3.4,0.3,CCA,2.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,23,8.3,deep,sandy_bottom,natural,B2,5,783,3.9,39,branched,0,0,0,0,gentle,80,47,65,98,52,57,46,43,3,NA,20,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,23,8.3,deep,sandy_bottom,natural,B2,6,784,31.2,312,branched,0,0,0,0,gentle,80,47,65,98,52,57,46,43,4,NA,3,8,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,23,8.3,deep,sandy_bottom,natural,B2,7,785,22.8,228,branched,0,0,0,0,gentle,80,47,65,98,52,57,46,43,5,NA,9,9,3,14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,23,8.3,deep,sandy_bottom,natural,B2,8,786,11.1,111,branched,1,0,0,0,gentle,80,47,65,98,52,57,46,43,2,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,23,8.3,deep,sandy_bottom,natural,B2,9,787,6.4,64,unbranched,0,0,0,0,gentle,80,47,65,98,52,57,46,43,3,NA,12,8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,24,3.2,shallow,upper_slope,natural,B4,1,788,5.3,53,branched,1,1,3,4,flat,227,50,90,85,48,44,53,101,4,NA,22,17,18,12,NA,NA,NA,NA,NA,CCA,1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,24,3.2,shallow,upper_slope,natural,B4,2,789,8.3,83,plate,0,1,1,1,flat,227,50,90,85,48,44,53,101,4,NA,24,7,9,NA,NA,NA,NA,NA,NA,Macroalgae,0.4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,24,3.2,shallow,upper_slope,natural,B4,3,790,16.6,166,branched,0,0,0,0,flat,227,50,90,85,48,44,53,101,4,NA,19,8,22,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,24,3.2,shallow,upper_slope,natural,B4,4,791,14.7,147,branched,0,0,0,0,flat,227,50,90,85,48,44,53,101,4,NA,23,6,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,24,3.2,shallow,upper_slope,natural,B4,5,792,7.9,79,branched,0,1,1,1,flat,227,50,90,85,48,44,53,101,2,NA,23,9,NA,NA,NA,NA,NA,NA,NA,Macroalgae,1.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,24,3.2,shallow,upper_slope,natural,B4,6,793,16.1,161,unbranched,0,0,0,0,flat,227,50,90,85,48,44,53,101,4,NA,8,12,13,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,24,3.2,shallow,upper_slope,natural,B4,7,794,11.2,112,branched,1,1,1,1,flat,227,50,90,85,48,44,53,101,3,NA,34,5,9,NA,NA,NA,NA,NA,NA,Sponge,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,25,9.4,deep,sandy_bottom,bag,B3,1,795,75.2,752,branched,0,0,0,0,flat,540,480,390,530,630,NA,NA,NA,5,9,21,8,9,12,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,25,9.4,deep,sandy_bottom,bag,B3,2,796,50,500,branched,1,1,1,1,flat,540,480,390,530,630,NA,NA,NA,6,7.5,16,15,15,2,16,16,NA,NA,NA,Cyanobacteria,2,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,25,9.4,deep,sandy_bottom,bag,B3,3,797,43.8,438,branched,1,0,0,0,flat,540,480,390,530,630,NA,NA,NA,5,7,24,9,24,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,25,9.4,deep,sandy_bottom,bag,B3,4,798,34.8,348,branched,1,0,0,0,flat,540,480,390,530,630,NA,NA,NA,4,9.5,17,13,26,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,25,9.4,deep,sandy_bottom,bag,B3,5,799,65,650,branched,1,0,0,0,flat,540,480,390,530,630,NA,NA,NA,6,5.5,10,7,6,26,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,25,9.4,deep,sandy_bottom,bag,B3,6,800,34.5,345,branched,1,0,0,0,flat,540,480,390,530,630,NA,NA,NA,3,5.5,11,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,26,4.1,shallow,upper_slope,bag,B4,1,801,26.6,266,branched,1,1,1,1,gentle,155,295,330,320,285,278,400,NA,3,1.2,13,7,13,NA,NA,NA,NA,NA,NA,Zoonanthids,0.4,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,26,4.1,shallow,upper_slope,bag,B4,2,802,16.1,161,branched,0,0,0,0,gentle,155,295,330,320,285,278,400,NA,4,1.8,25,5,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,26,4.1,shallow,upper_slope,bag,B4,3,803,28.3,283,branched,1,1,2,2,gentle,155,295,330,320,285,278,400,NA,4,1.5,38,20,17,24,NA,NA,NA,NA,NA,Zoonanthids,1.2,<0.1,Macroalgae,0.1,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
